material,pawn_structure,mobility,king_safety,tempo,total,position_id
0.5,0.25,1.0,0.75,0.5,1.0,87f03879_2_rand4
2.0,0.5,1.0,0.5,0.5,2.0,87f03879_3
1.0,0.25,0.5,0.25,0.0,0.75,87f03879_4
0.3,-0.1,0.4,-0.2,0.1,0.5,87f03879_5
-0.5,0.25,0.5,0.75,0.25,0.25,87f03879_6
1.5,0.25,0.75,-0.25,0.5,2.75,87f03879_7
0.1,-0.2,0.1,-0.1,0.0,-0.1,87f03879_8
0.5,0.25,0.3,0.1,0.05,1.2,87f03879_9_rand1
0.1,0.05,-0.2,0.0,-0.1,-0.15,ecab32e2_0
0.3,0.1,0.4,0.0,0.2,1.0,ecab32e2_1_rand1
0.3,0.1,0.4,-0.2,0.2,0.8,ecab32e2_2
0.0,0.2,-0.3,0.1,-0.1,-0.1,ecab32e2_3
0.5,0.25,0.75,-0.5,0.5,1.0,ecab32e2_4
1.5,0.25,0.75,-0.25,0.5,2.75,ecab32e2_5
1.5,0.25,0.75,-0.25,0.25,2.5,ecab32e2_6_rand2
0.3,0.1,0.4,0.0,0.2,1.0,558c99aa_0
0.25,0.1,-0.2,0.0,-0.15,0.0,558c99aa_1
0.3,-0.1,0.4,-0.2,0.2,0.6,558c99aa_2_rand2
0.25,-0.25,0.75,0.5,0.5,0.75,558c99aa_3
0.2,0.1,-0.3,0.0,-0.1,-0.1,03b18f50_0
-3.0,-0.25,0.5,-0.25,-0.25,-3.25,03b18f50_1_rand2
-0.25,-0.1,0.75,0.5,0.6,0.5,03b18f50_2
1.5,0.2,0.75,0.1,0.3,2.85,03b18f50_3_rand1
1.5,0.25,0.5,0.25,0.25,1.0,03b18f50_4
1.5,0.25,0.75,0.25,0.5,1.25,03b18f50_5
1.5,0.25,0.75,0.5,0.25,1.25,03b18f50_6
0.25,-0.25,0.75,0.5,0.5,0.75,03b18f50_7
1.5,0.2,0.5,-0.1,0.3,1.4,03b18f50_8
2.0,0.25,0.75,0.5,0.25,1.75,96d1b8b3_0
2.0,0.25,1.0,0.5,0.75,1.5,96d1b8b3_1
3.0,0.25,1.5,1.0,0.75,2.5,96d1b8b3_2
4.0,-0.5,2.0,-3.0,1.0,3.5,96d1b8b3_3
1.5,-0.25,0.75,0.25,0.5,2.75,96d1b8b3_4_rand4
1.5,0.25,0.5,-0.25,0.25,1.25,2b44f6d1_0
0.25,-0.25,0.75,0.5,0.5,0.75,2b44f6d1_1
1.5,0.25,0.5,-0.25,0.25,1.25,2b44f6d1_2_rand1
1.5,0.25,0.5,0.25,0.25,2.75,2b44f6d1_3
2.0,0.5,1.0,0.75,0.5,4.75,2b44f6d1_4
2.0,0.5,0.75,-1.0,0.25,2.5,2b44f6d1_5
0.5,0.25,0.75,0.5,0.25,1.25,2b44f6d1_6_rand3
0.0,0.2,-0.3,0.0,-0.1,-0.2,561ed8fc_0
0.25,0.1,0.3,0.0,0.15,0.8,561ed8fc_1_rand3
0.3,0.1,0.4,0.0,0.2,1.0,561ed8fc_2
0.1,-0.2,-0.1,-0.1,0.0,-0.1,561ed8fc_3
-0.5,-0.25,-0.5,-1.0,-0.25,-2.5,561ed8fc_4
0.3,-0.2,0.4,-0.1,0.2,0.6,561ed8fc_5_rand5
-0.25,-0.15,-0.3,0.2,-0.1,-0.6,561ed8fc_6
2.0,0.25,0.75,-0.5,0.25,2.75,561ed8fc_7_rand5
1.5,0.25,0.5,0.5,0.25,1.0,561ed8fc_8
-0.5,-0.25,0.25,-0.5,0.25,-0.25,561ed8fc_9
0.25,-0.1,-0.3,-0.15,-0.05,-0.35,561ed8fc_10
-2.5,-0.25,-0.5,-0.75,-0.25,-4.25,83fbe744_0
2.5,0.25,1.0,-0.5,0.75,3.0,83fbe744_1
1.5,0.25,0.75,0.5,0.25,1.25,83fbe744_2_rand4
1.5,0.25,0.75,0.5,0.25,1.25,83fbe744_3
0.25,-0.25,0.75,-1.0,0.5,0.25,83fbe744_4
0.5,-0.25,1.0,-1.5,0.75,0.5,83fbe744_5
2.0,0.25,1.5,1.0,0.75,2.5,83fbe744_6
-9.0,-0.5,-0.5,-1.0,-0.5,-11.5,83fbe744_7
2.5,0.25,1.0,0.5,0.5,1.75,83fbe744_8_rand3
-9.0,-0.5,-0.5,-1.0,-0.5,-11.5,83fbe744_9
2.5,0.5,1.0,0.5,0.5,5.0,83fbe744_10_rand5
2.0,0.25,0.75,0.5,0.5,1.5,83fbe744_11
0.1,0.05,0.2,0.0,0.15,0.5,35b13270_0
0.25,0.1,0.3,0.0,0.15,0.8,35b13270_1
0.25,-0.1,-0.2,0.0,-0.15,-0.2,35b13270_2
2.0,0.25,0.75,0.5,0.5,4.0,35b13270_3
0.5,0.25,0.75,-0.5,0.5,1.0,35b13270_4
0.25,0.5,0.75,0.5,0.25,1.25,35b13270_5
0.2,0.1,0.3,0.0,0.1,0.7,85f1d352_0
0.1,-0.2,0.2,0.0,0.1,0.0,85f1d352_1_rand5
1.5,0.25,0.75,0.5,0.5,1.25,85f1d352_2
0.25,-0.25,0.75,-0.5,0.5,0.75,85f1d352_3
2.0,0.5,1.0,0.5,0.5,4.5,85f1d352_4
2.0,0.5,0.75,0.5,0.25,1.5,85f1d352_5
0.3,0.1,0.4,0.2,0.1,0.5,f9bf7e8b_0
0.0,-0.25,-0.5,0.0,-0.25,-0.5,f9bf7e8b_1_rand5
0.0,0.1,-0.2,0.0,-0.1,-0.2,f9bf7e8b_2
0.3,0.1,0.4,0.0,0.2,1.0,f9bf7e8b_3
0.3,0.1,0.4,0.0,0.2,1.0,f9bf7e8b_4_rand2
0.5,-0.2,-0.3,-0.4,-0.1,-0.5,f9bf7e8b_5
-0.5,0.25,-0.75,0.5,-0.5,-0.5,f9bf7e8b_6
0.5,-0.25,1.0,0.75,0.5,0.83,120d47a1_0
1.5,0.25,0.75,0.5,0.25,1.25,120d47a1_1
2.0,0.25,1.0,-0.25,0.5,3.5,120d47a1_2_rand5
0.1,0.05,0.2,0.0,0.15,0.5,c1aa38ad_0
0.1,-0.05,0.2,0.0,0.1,0.35,c1aa38ad_1
-3.0,-0.5,0.5,-1.5,-0.5,-4.0,c1aa38ad_2
0.1,-0.2,-0.3,0.0,-0.2,-0.3,7f6a2891_0
0.4,0.1,0.5,0.2,0.3,0.5,7f6a2891_1
0.5,0.25,0.75,-0.5,0.5,0.5,7f6a2891_2_rand4
0.25,0.5,0.75,0.5,0.25,1.25,a8b7c2d2_0
1.5,0.5,1.0,0.75,0.5,4.25,8757c1b1_0
-0.25,-0.1,0.75,0.6,0.5,0.5,8757c1b1_1
0.5,-0.2,-0.3,-0.4,-0.1,-0.5,8757c1b1_2_rand4
2.0,0.25,0.75,0.5,0.25,1.5,8757c1b1_3
0.0,0.1,-0.2,0.0,-0.1,-0.2,7d2b5194_0
2.0,0.25,0.75,0.25,0.5,1.75,7d2b5194_1
0.25,-0.25,0.75,0.5,0.5,0.75,7d2b5194_2_rand1
0.25,0.1,-0.2,0.0,-0.1,0.05,7d2b5194_3
2.0,0.25,0.75,-0.25,0.5,3.25,7d2b5194_4_rand3
0.1,-0.1,-0.2,-0.1,-0.1,-0.2,7d2b5194_5
0.3,0.1,0.4,0.0,0.2,1.0,b8e3137e_0
2.5,0.25,1.0,0.5,0.75,2.0,b8e3137e_1
2.0,0.25,0.75,-1.0,0.5,2.5,b8e3137e_2
2.0,0.5,1.0,0.75,0.5,4.75,b8e3137e_3_rand2
2.0,-0.5,-0.5,-1.5,0.5,0.5,b8e3137e_4
2.0,0.5,1.5,1.0,0.75,5.75,b8e3137e_5_rand2
1.5,0.25,0.5,-0.25,0.25,1.25,b8e3137e_6
2.5,0.25,0.75,-0.25,0.25,3.5,b8e3137e_7_rand5
-0.5,-0.25,-0.75,-1.0,-0.5,-3.0,b8e3137e_8
0.2,0.1,0.3,0.0,0.1,0.7,0928b36a_0
0.1,-0.1,-0.2,0.0,-0.1,-0.3,0928b36a_1
0.1,0.2,-0.3,0.0,-0.2,-0.2,0928b36a_2_rand4
0.5,-0.25,-0.25,-0.25,-0.25,-0.25,0928b36a_3
2.0,0.25,0.75,0.5,0.5,4.0,0928b36a_4
0.25,0.0,0.3,0.0,0.15,0.7,8cb98241_0
0.3,0.1,0.4,0.0,0.2,1.0,8cb98241_1_rand2
2.0,0.25,0.75,0.5,0.25,1.75,8cb98241_2
-0.5,-0.25,1.5,1.0,0.75,1.5,8cb98241_3
0.5,-0.25,-0.3,0.0,-0.1,-0.15,8cb98241_4
2.0,-0.25,1.0,1.0,0.5,2.25,8cb98241_5
2.0,0.5,1.0,-0.5,0.5,3.5,8cb98241_6
2.0,0.25,0.75,-0.25,0.25,2.0,8cb98241_7
1.5,0.25,0.1,0.5,0.0,0.85,8cb98241_8_rand5
2.0,0.25,0.5,-0.5,0.25,2.5,8cb98241_9
2.5,0.25,1.0,-0.25,0.5,4.0,8cb98241_10
1.5,0.25,0.75,0.25,0.5,2.25,94e0aa01_0
0.5,0.2,0.7,-0.1,0.3,0.6,94e0aa01_1_rand5
2.0,0.5,1.0,0.5,0.5,4.5,94e0aa01_2
0.3,0.1,0.4,-0.1,0.2,0.4,cf2eeba6_0
0.1,-0.1,-0.2,0.0,-0.1,-0.2,cf2eeba6_1
0.3,0.1,0.4,-0.2,0.2,0.8,cf2eeba6_2
1.5,0.25,0.75,0.5,0.25,1.25,cf2eeba6_3
1.5,0.25,0.75,0.5,0.25,1.25,cf2eeba6_4
-2.0,-0.5,-1.0,-1.5,-0.5,-5.5,cf2eeba6_5_rand3
0.25,0.1,0.3,0.0,0.15,0.8,72150809_0
0.1,0.0,-0.2,0.0,-0.1,-0.2,72150809_1_rand5
0.3,0.1,0.4,-0.1,0.2,0.4,72150809_2
1.5,0.2,0.75,0.5,0.3,1.25,72150809_3_rand1
1.5,0.25,0.75,0.25,0.5,3.25,e9f49eb9_0
1.5,0.25,0.75,-0.25,0.5,2.75,e9f49eb9_1_rand2
1.5,0.25,0.75,0.5,0.25,1.25,e9f49eb9_2
0.1,0.05,0.2,0.0,0.15,0.5,2b5c6579_0
0.3,0.1,0.4,-0.2,0.2,0.8,7b1f6afd_0
-0.2,0.1,-0.3,0.0,-0.2,-0.6,7b1f6afd_1_rand3
0.1,0.2,-0.3,-0.1,-0.2,-0.3,7b1f6afd_2
0.1,-0.1,-0.2,0.2,-0.3,-0.3,7b1f6afd_3_rand4
0.25,-0.25,0.75,-1.0,0.5,0.25,7b1f6afd_4
0.25,-0.25,0.75,0.5,0.5,0.75,7b1f6afd_5
2.0,0.25,0.75,-1.0,0.5,2.5,7b1f6afd_6_rand3
2.0,0.25,0.75,0.5,0.25,1.75,7b1f6afd_7
1.5,0.25,0.75,0.25,0.5,1.25,7b1f6afd_8_rand4
2.0,0.25,0.75,0.25,0.5,1.75,7b1f6afd_9
1.5,0.25,0.75,0.5,0.5,3.5,7b1f6afd_10
0.5,0.3,0.7,0.8,0.5,0.76,7b1f6afd_11_rand3
0.0,0.0,0.25,0.0,0.25,0.5,fc7185c9_0
0.1,0.2,-0.3,0.0,-0.1,-0.1,fc7185c9_1_rand2
0.25,-0.25,0.75,-0.5,0.5,0.75,fc7185c9_2
-0.5,-0.25,1.0,0.75,0.5,0.5,fc7185c9_3_rand4
2.0,0.25,0.75,0.5,0.25,1.75,fc7185c9_4
1.5,0.25,0.5,0.25,0.25,2.75,fc7185c9_5_rand4
-0.25,-0.1,0.75,0.6,0.5,0.5,fc7185c9_6
0.1,-0.1,-0.2,0.2,-0.1,-0.1,fc7185c9_7_rand2
0.25,0.1,0.3,0.0,0.15,0.8,12f42d71_0
0.1,0.05,0.2,0.0,0.15,0.5,12f42d71_1_rand2
2.0,-0.25,1.5,-1.0,0.75,3.0,12f42d71_2
0.1,-0.1,-0.2,0.3,-0.1,-0.1,b1439340_0
1.5,0.25,0.75,0.25,0.25,1.0,b1439340_1_rand4
0.25,-0.1,-0.15,-0.2,-0.05,-0.25,b1439340_2
1.5,0.25,0.75,0.25,0.5,1.25,b1439340_3
0.1,0.0,0.2,0.0,0.1,0.4,78f1a45e_0
1.5,0.25,0.75,0.5,0.25,1.25,78f1a45e_1
2.0,0.25,0.75,0.5,0.25,1.5,78f1a45e_2
1.5,0.25,0.5,0.25,0.25,1.0,78f1a45e_3
1.75,0.5,0.75,-0.25,0.25,2.0,78f1a45e_4_rand2
2.0,0.0,0.5,-0.5,0.25,2.25,78f1a45e_5
1.5,0.5,0.75,-0.25,0.5,2.0,78f1a45e_6
3.0,0.5,1.5,0.5,0.5,6.0,78f1a45e_7
0.3,0.1,0.4,0.0,0.2,1.0,96bb609e_0
0.1,-0.2,0.1,0.0,-0.1,-0.1,96bb609e_1
0.25,-0.25,-0.25,-0.5,0.25,-0.5,96bb609e_2
0.0,-0.2,0.1,0.0,-0.1,-0.2,e97993fd_0
0.0,-0.25,-0.25,0.0,-0.25,-0.5,e97993fd_1_rand4
0.25,0.1,0.3,0.0,0.15,0.8,e97993fd_2
1.5,0.2,0.75,0.3,0.4,1.15,e97993fd_3
0.25,-0.1,-0.3,-0.2,-0.15,-0.5,e97993fd_4_rand1
0.5,-0.2,-0.3,-0.2,-0.1,-0.3,e97993fd_5
0.3,0.1,0.4,-0.2,0.1,0.7,e97993fd_6
-0.5,0.25,0.75,-1.0,0.5,0.0,e97993fd_7
0.5,0.25,0.75,-0.5,0.5,1.0,e97993fd_8
0.5,-0.25,-0.25,-0.25,-0.25,-0.25,e97993fd_9
-1.5,-0.25,0.5,-0.75,0.0,-1.0,e97993fd_10
-0.25,-0.1,-0.3,-0.15,-0.1,-0.9,e97993fd_11
0.3,0.1,0.4,-0.2,0.2,0.8,383cd6fe_0
0.5,-0.2,-0.3,-0.1,-0.2,-0.3,383cd6fe_1
0.5,-0.2,-0.3,-0.1,-0.2,-0.3,383cd6fe_2_rand2
1.5,0.25,0.75,0.25,0.5,2.25,383cd6fe_3
0.25,0.1,-0.2,0.0,-0.15,0.0,383cd6fe_4
0.0,0.0,0.25,0.0,0.1,0.35,8abc2af9_0
1.5,0.25,0.75,0.5,0.5,1.5,8abc2af9_1
0.3,-0.1,0.4,0.1,0.2,0.3,8abc2af9_2_rand1
1.5,0.25,0.75,0.5,0.5,3.5,8abc2af9_3
2.0,0.25,0.75,-1.0,0.5,2.5,8abc2af9_4_rand3
0.3,0.1,0.4,-0.2,0.2,0.4,8abc2af9_5
1.5,0.25,0.5,0.25,0.25,0.75,8abc2af9_6
1.5,0.25,0.75,0.5,0.25,1.25,8abc2af9_7
1.5,0.25,0.75,0.5,0.25,1.25,8abc2af9_8
0.5,0.2,0.8,-1.0,0.5,1.0,8abc2af9_9
1.5,0.25,0.5,0.75,0.25,1.25,8abc2af9_10_rand1
0.5,0.2,0.8,1.0,0.7,3.2,8abc2af9_11
0.25,-0.25,0.75,-1.0,0.5,0.25,8abc2af9_12_rand4
0.1,0.05,-0.15,0.0,-0.05,-0.05,5d9f947c_0
0.5,0.25,0.75,0.5,0.5,1.5,5d9f947c_1
2.0,0.25,0.75,-0.25,0.5,3.25,5d9f947c_2
2.0,0.25,1.5,1.0,0.75,2.5,5d9f947c_3_rand3
-0.25,-0.1,-0.75,-1.0,-0.5,-2.6,5d9f947c_4
1.5,0.5,0.75,-0.25,0.5,2.0,5d9f947c_5
1.5,0.25,0.75,0.5,0.25,1.25,fb7eaafb_0
0.5,-0.2,-0.3,-0.1,-0.2,-0.3,fb7eaafb_1
0.3,-0.1,0.4,-0.2,0.2,0.6,fb7eaafb_2_rand3
1.5,0.25,0.5,-0.25,0.25,1.25,fb7eaafb_3
3.0,0.5,1.5,0.5,0.5,6.0,fb7eaafb_4
3.0,0.5,1.0,0.5,0.5,2.5,fb7eaafb_5
1.5,0.5,0.75,-0.25,0.5,2.0,fb7eaafb_6_rand4
1.5,0.25,0.5,0.5,0.25,2.0,fb7eaafb_7
0.0,-0.25,-0.25,0.0,-0.25,-0.75,37d5d91d_0
0.1,-0.2,0.6,-0.3,0.4,0.2,37d5d91d_1_rand4
1.5,0.2,0.75,0.3,0.5,1.35,37d5d91d_2
-3.0,0.25,0.25,0.0,-0.25,-2.75,37d5d91d_3
1.5,0.2,0.5,-0.1,0.3,1.4,37d5d91d_4
-2.0,-0.5,-0.25,0.25,-0.25,-2.75,37d5d91d_5_rand3
2.0,0.25,0.75,0.5,0.25,1.75,37d5d91d_6
0.3,-0.2,0.4,0.1,0.1,0.7,37d5d91d_7_rand2
0.5,0.25,-0.25,-0.1,0.1,0.5,37d5d91d_8
0.3,0.2,0.1,0.1,0.1,0.4,37d5d91d_9
0.25,0.1,0.3,0.0,0.15,0.8,b9f85da8_0
1.5,0.25,0.75,0.5,0.5,1.5,b9f85da8_1
-3.0,-0.25,0.5,-0.5,-0.25,-3.5,b9f85da8_2
0.1,-0.1,-0.2,0.0,-0.1,-0.2,dfdee0bd_0
0.1,-0.1,-0.2,0.3,-0.1,-0.1,dfdee0bd_1
0.1,-0.1,-0.2,0.0,-0.1,-0.2,cd52f691_0
0.3,-0.1,0.4,0.0,0.2,0.8,cd52f691_1
1.5,0.25,0.5,0.25,0.25,0.75,cd52f691_2
1.5,0.25,0.5,0.25,0.25,0.75,cd52f691_3
1.5,0.25,0.75,0.5,0.25,1.25,e5643d95_0
1.5,0.2,0.75,0.3,0.4,1.15,e5643d95_1_rand2
0.3,0.1,0.4,0.0,0.2,1.0,36fb70ec_0
0.3,0.1,0.4,0.0,0.2,1.0,36fb70ec_1
0.3,0.1,0.4,0.0,0.2,1.0,36fb70ec_2
1.5,0.25,0.75,0.25,0.5,2.25,36fb70ec_3
0.25,-0.1,-0.3,-0.2,-0.1,-0.45,36fb70ec_4
0.25,-0.5,1.0,-1.5,0.75,0.0,36fb70ec_5_rand2
0.25,-0.25,-0.15,-0.3,0.1,-0.35,36fb70ec_6
2.5,0.25,0.5,-0.75,0.25,2.0,36fb70ec_7
-2.0,-0.5,-0.5,0.5,-0.25,-2.75,36fb70ec_8_rand5
-0.5,-0.25,-0.75,-1.0,-0.5,-2.0,36fb70ec_9
-0.5,-0.25,-0.75,0.25,-0.5,-0.75,36fb70ec_10_rand2
0.25,0.1,0.3,0.15,0.2,0.7,59da0e24_0
2.5,0.25,1.0,0.5,0.75,2.0,59da0e24_1_rand4
2.0,0.5,1.0,0.5,0.75,4.75,59da0e24_2
2.0,0.25,0.75,-0.25,0.5,3.25,59da0e24_3
1.5,0.25,0.75,0.5,0.5,1.25,59da0e24_4
2.0,0.25,0.75,0.5,0.5,1.5,59da0e24_5_rand5
2.5,0.25,0.75,0.5,0.5,4.5,59da0e24_6
1.5,0.25,0.75,0.5,0.5,3.5,59da0e24_7_rand2
0.25,-0.25,-0.15,-0.3,0.1,-0.35,59da0e24_8
-0.25,-0.15,-0.2,-0.3,0.1,-0.4,59da0e24_9
0.3,0.1,0.4,-0.2,0.2,0.8,79fc4feb_0
1.5,0.2,0.75,-0.25,0.5,2.7,79fc4feb_1
0.25,-0.1,-0.3,-0.2,-0.15,-0.5,79fc4feb_2
0.25,-0.1,-0.3,0.2,-0.15,-0.1,79fc4feb_3_rand4
-0.5,0.25,0.75,-0.5,0.5,0.5,79fc4feb_4
1.5,0.25,0.75,0.5,0.25,1.25,79fc4feb_5
0.3,0.1,0.4,-0.2,0.2,0.8,757fc61a_0
0.3,0.1,0.4,-0.2,0.2,0.8,757fc61a_1
2.0,0.5,0.25,-1.0,0.25,1.0,757fc61a_2
0.1,0.2,0.2,0.0,0.1,0.2,6cf16761_0
0.1,-0.1,-0.2,0.2,-0.1,-0.1,6cf16761_1
0.75,0.25,0.5,0.25,0.5,1.25,6cf16761_2
0.1,-0.2,-0.1,0.2,0.0,-0.1,6cf16761_3
9.0,0.5,0.5,1.0,0.5,8.5,6cf16761_4_rand5
0.1,0.2,0.15,0.0,0.1,0.25,accdaa10_0
0.25,-0.1,0.3,0.0,0.15,0.6,accdaa10_1_rand5
2.0,0.25,0.75,-0.25,0.5,3.25,accdaa10_2
-9.0,-0.5,-0.5,-1.0,-0.5,-11.5,accdaa10_3_rand1
0.1,0.05,0.2,0.0,0.15,0.5,e81d9e4d_0
0.3,0.1,0.4,-0.2,0.2,0.8,e81d9e4d_1
0.1,0.0,-0.2,0.0,-0.1,-0.2,e81d9e4d_2
0.25,-0.25,0.75,-1.0,0.5,0.25,e81d9e4d_3
0.0,0.05,0.2,0.0,0.1,0.35,e851da75_0
0.3,0.1,0.2,0.0,0.1,0.7,e851da75_1
0.3,-0.1,0.4,0.0,0.2,0.8,e851da75_2
0.3,0.1,0.4,-0.2,0.2,0.8,e851da75_3
0.3,0.1,0.4,0.0,0.2,1.0,e851da75_4_rand2
0.0,-0.25,-0.25,0.0,-0.25,-0.5,531c21a6_0
0.25,0.1,0.75,0.5,0.4,0.75,531c21a6_1
1.5,0.25,0.75,0.5,0.5,1.5,e1ecacf7_0
1.5,0.25,0.5,-0.5,0.25,1.0,e1ecacf7_1
-0.5,-0.75,-1.0,-1.5,-0.5,-4.25,e1ecacf7_2
1.5,0.25,0.5,-0.5,0.25,1.0,e1ecacf7_3
-0.5,-0.25,0.5,-1.0,0.75,-0.5,e1ecacf7_4
-0.25,-0.1,-0.3,-0.4,-0.1,-0.35,e1ecacf7_5
0.1,-0.2,-0.3,0.4,-0.1,-0.1,e1ecacf7_6
0.25,-0.25,-0.1,-0.3,-0.1,-0.5,e1ecacf7_7
-0.25,0.0,0.25,0.5,0.0,0.5,e1ecacf7_8
1.5,0.25,0.5,-0.5,0.25,1.0,e1ecacf7_9_rand1
-0.25,-0.15,-0.2,-0.3,-0.1,-0.5,e1ecacf7_10
-0.25,-0.25,-0.25,-0.5,0.0,-0.75,e1ecacf7_11
1.5,0.25,0.5,-0.25,0.0,1.0,e1ecacf7_12_rand3
2.0,0.0,0.25,0.25,0.0,1.5,e1ecacf7_13
0.25,-0.1,-0.2,0.0,-0.1,-0.15,e1ecacf7_14_rand3
-0.25,-0.1,-0.3,0.0,-0.1,-0.75,e1ecacf7_15
1.5,0.25,0.5,-0.25,0.25,1.25,e1ecacf7_16
1.5,0.0,0.25,-0.5,0.0,0.75,e1ecacf7_17_rand4
0.3,0.1,0.4,0.0,0.2,1.0,aaccafa9_0
0.0,0.1,-0.2,0.0,-0.1,-0.2,1226d00f_0
0.3,0.1,0.4,0.0,0.2,1.0,1226d00f_1_rand5
0.3,0.1,0.4,0.0,0.2,1.0,d5463d0b_0
0.3,0.1,0.4,-0.2,0.2,0.8,d5463d0b_1
0.5,0.25,0.75,-0.5,0.5,1.0,d5463d0b_2
0.5,0.25,0.75,-0.5,0.5,1.0,d5463d0b_3
0.25,0.1,0.3,0.0,0.15,0.8,338db3e6_0
0.25,0.0,0.3,0.0,0.15,0.7,338db3e6_1_rand2
2.5,0.2,0.8,0.4,0.3,1.8,338db3e6_2
1.5,0.2,0.3,-0.5,0.2,1.2,338db3e6_3_rand3
-2.0,-0.25,-0.5,0.25,-0.25,-2.75,338db3e6_4
