Material,Imbalance,Pawns,Knights,Bishops,Rooks,Queens,Mobility,King safety,Threats,Passed,Space,Winnable,position_id
-0.23500000000000001,-0.034999999999999996,0.43,0.025,0.32999999999999996,0.035,0.0,0.06999999999999999,0.585,0.17500000000000002,0.0,0.0,0.085,84b6c22d_4
1.13,-0.45999999999999996,0.14,0.025,0.060000000000000005,0.0,0.0,-0.020000000000000004,0.09,0.5800000000000001,-0.060000000000000005,0.0,0.065,84b6c22d_5
1.645,-0.21500000000000002,0.22999999999999998,0.0,-0.09,-0.055,0.0,0.22,0.010000000000000002,0.255,0.0,0.0,0.015,84b6c22d_6
0.12,0.0,-0.005,0.0,0.015000000000000003,0.0,0.0,-0.01,-0.02,0.05500000000000001,0.0,0.05,0.02,064c4f75_0
0.115,0.0,0.025,0.0,0.025,0.0,0.0,0.06,-0.015,0.32,0.0,0.05,0.02,064c4f75_1
0.10500000000000001,0.0,0.02,0.0,-0.075,0.0,0.10500000000000001,0.31000000000000005,-0.115,0.13,0.0,0.05,0.02,064c4f75_2
-2.235,-0.48,0.02,0.02,0.095,-0.095,0.0,0.215,-0.34,0.8400000000000001,0.0,0.03,-0.045,064c4f75_3_rand3
0.11,-0.065,-0.05,-0.12,0.19,0.02,0.0,0.315,0.14500000000000002,0.495,0.0,0.065,0.02,064c4f75_4
-0.07,0.0,-0.03,0.1,0.11,-0.06999999999999999,0.0,0.04,-0.05,-0.025,0.655,-0.025,0.06,77dc9a09_0
-0.045,0.0,-0.034999999999999996,0.1,0.105,-0.06999999999999999,-0.10500000000000001,-0.015,0.105,-0.54,0.655,-0.025,0.06,77dc9a09_1_rand5
0.015,0.0,-0.03,0.08,0.295,-0.06999999999999999,0.10500000000000001,-0.24,-0.03,-0.075,0.655,-0.025,0.06,77dc9a09_2
0.08,0.0,-0.185,0.05,0.085,0.030000000000000002,0.10500000000000001,0.34,0.095,0.515,0.655,0.025,0.06,77dc9a09_3
0.5700000000000001,0.095,-0.010000000000000002,0.0,0.07,0.01,0.10500000000000001,0.31,0.08,0.195,1.28,0.035,0.045,77dc9a09_4_rand3
1.375,-0.08,0.19,0.0,-0.07,0.0,0.0,0.14500000000000002,-0.26,0.215,0.0,0.0,-0.23,77dc9a09_5
1.775,0.019999999999999997,0.16999999999999998,0.0,-0.055,0.0,0.0,0.18,-0.21,0.135,0.0,0.0,-0.34,77dc9a09_6_rand2
1.8649999999999998,0.019999999999999997,0.105,0.12,-0.08499999999999999,-0.10500000000000001,0.0,0.04,-0.29500000000000004,-0.4,0.0,0.0,-0.275,77dc9a09_7
2.245,0.11,-0.115,-0.075,0.024999999999999998,-0.035,0.0,0.12,1.46,0.0,0.16499999999999998,0.0,-0.52,77dc9a09_8
-0.025,0.0,-0.004999999999999999,-0.02,-0.05,0.0,0.0,0.16999999999999998,0.08,-0.355,0.0,0.05,-0.055,87f03879_0
0.475,0.09,0.055,0.0,-0.1,-0.015,0.10500000000000001,0.23,0.11,-0.115,0.10500000000000001,0.065,-0.015,87f03879_1
0.51,0.09,0.055,0.0,-0.20500000000000002,-0.015,0.0,0.065,0.11,-0.755,0.10500000000000001,0.065,-0.005,87f03879_2_rand4
-0.81,0.195,0.015,0.0,-0.17,-0.10500000000000001,0.0,-0.12000000000000001,0.2,0.0,0.95,0.0,-0.005,87f03879_3
-1.28,0.13,0.095,0.0,-0.14500000000000002,-0.10500000000000001,0.0,-0.205,0.145,0.0,0.0,0.0,0.48,87f03879_4
-1.115,0.13,0.005,0.0,-0.015,-0.10500000000000001,0.0,-0.115,0.08499999999999999,0.0,0.0,0.0,0.41000000000000003,87f03879_5
-1.145,0.13,0.005,0.0,0.004999999999999999,-0.10500000000000001,0.0,-0.165,-0.34,0.135,0.0,0.0,0.19,87f03879_6
-1.225,0.1,0.0,0.0,-0.04,-0.035,0.0,-0.135,-0.89,0.19,0.0,0.0,0.295,87f03879_7
-0.375,-0.02,0.075,0.0,0.0,0.0,0.0,0.0,-0.025,0.31,-1.015,0.0,0.16,87f03879_8
-0.395,-0.02,0.075,0.0,0.0,0.0,0.0,0.0,-0.045,0.31,-2.025,0.0,0.39,87f03879_9_rand1
-0.07999999999999999,-0.045,-0.03,-0.095,0.295,0.06999999999999999,0.0,-0.04,-0.095,0.155,0.0,-0.06,0.08,ecab32e2_0
-0.15500000000000003,-0.045,-0.03,-0.095,0.355,0.06999999999999999,0.0,-0.115,-0.125,0.21000000000000002,0.0,-0.06,-0.08,ecab32e2_1_rand1
0.08000000000000002,-0.065,-0.07500000000000001,-0.030000000000000002,0.325,0.06999999999999999,0.0,0.315,0.055,-0.035,0.0,-0.045,0.045,ecab32e2_2
0.505,0.05,-0.045,-0.030000000000000002,0.23,0.06999999999999999,0.0,0.33,0.06,-0.27,0.22,0.02,0.045,ecab32e2_3
-0.14,-0.08499999999999999,0.11,-0.05,0.335,-0.005,0.0,0.20500000000000002,-0.095,-0.08,0.345,-0.015,0.0,ecab32e2_4
-3.205,-0.36,-0.075,0.05,0.2,0.125,0.0,-0.019999999999999997,-0.165,0.0,-0.015,0.0,0.065,ecab32e2_5
-3.1550000000000002,-0.36,-0.075,0.05,0.155,0.125,0.0,0.095,-0.14,0.0,-0.015,0.0,0.065,ecab32e2_6_rand2
0.11,-0.05,-0.045000000000000005,0.07,-0.09999999999999999,0.02,0.10500000000000001,0.385,-0.015,0.02,0.0,-0.01,0.005,558c99aa_0
-0.67,-0.185,-0.125,-0.045,-0.20500000000000002,-0.02,0.10500000000000001,0.42000000000000004,0.04,0.22999999999999998,0.0,0.005,0.005,558c99aa_1
-0.7949999999999999,-0.185,-0.125,0.08,-0.20500000000000002,-0.02,0.10500000000000001,0.46,-0.024999999999999998,0.76,0.0,0.0,0.005,558c99aa_2_rand2
3.0300000000000002,0.175,-0.045000000000000005,-0.045,-0.23500000000000001,0.19,0.0,0.65,0.225,0.0,0.020000000000000004,0.0,-0.575,558c99aa_3
-0.030000000000000002,0.0,0.05500000000000001,0.07,-0.22999999999999998,-0.005,0.0,0.215,-0.025,0.33,0.0,0.05,0.02,03b18f50_0
-0.06,0.0,0.05500000000000001,0.07,-0.22999999999999998,-0.04,0.0,0.19,-0.025,0.13,0.0,0.05,0.02,03b18f50_1_rand2
0.255,0.0,0.16999999999999998,0.09,-0.025,0.08,0.0,0.135,0.43,-0.675,0.0,0.05,0.02,03b18f50_2
0.245,0.0,0.16999999999999998,0.09,0.06,0.08,0.0,0.08499999999999999,0.41,-0.365,0.0,0.05,0.02,03b18f50_3_rand1
0.375,-0.095,0.135,0.12000000000000001,-0.13,0.08,0.0,0.135,0.275,0.065,0.0,0.0,0.025,03b18f50_4
0.095,-0.095,0.035,0.019999999999999997,-0.165,0.06,0.0,0.17,-0.035,-0.16499999999999998,0.0,0.0,0.0,03b18f50_5
-0.03,-0.095,0.030000000000000006,-0.045000000000000005,-0.13,0.06,0.0,0.1,-0.055,-0.28500000000000003,0.0,0.0,0.0,03b18f50_6
-0.024999999999999994,-0.095,0.085,-0.045000000000000005,-0.009999999999999998,0.07,0.0,-0.11,-0.135,0.10500000000000001,0.0,0.0,0.025,03b18f50_7
-0.020000000000000018,-0.095,0.015,-0.049999999999999996,-0.009999999999999998,0.195,0.0,0.18,-0.045,-0.02,0.0,0.0,0.04,03b18f50_8
0.04,0.08499999999999999,0.09,0.0,-0.065,-0.045,-0.10500000000000001,-0.065,0.065,0.055,0.0,-0.015,-0.01,96d1b8b3_0
-0.565,-0.055,-0.24,0.0,0.0,0.0,0.0,-0.2,-0.18,0.155,0.0,0.0,0.015,96d1b8b3_1
-0.015,0.0,-0.11,0.0,0.0,0.0,0.0,0.005,0.3,0.060000000000000005,0.0,0.0,-0.02,96d1b8b3_2
0.275,0.025,-0.43500000000000005,0.0,0.0,0.0,0.0,0.005,-2.15,-0.11499999999999999,-0.78,0.0,0.065,96d1b8b3_3
7.615,0.13,-0.43500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.585,96d1b8b3_4_rand4
-0.125,0.0,-0.055,0.0,0.0,0.035,0.10500000000000001,-0.09,0.14,0.2,-0.165,0.0,-0.06,2b44f6d1_0
-0.11500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.22,0.1,0.0,0.0,0.0,2b44f6d1_1
-0.085,0.0,0.0,0.0,0.0,0.125,0.0,0.075,0.9049999999999999,-0.02,0.0,0.0,0.0,2b44f6d1_2_rand1
-0.45,-0.07,0.0,0.0,0.0,0.10500000000000001,0.0,0.034999999999999996,0.43500000000000005,-0.135,0.0,0.0,-0.02,2b44f6d1_3
-0.345,-0.07,0.030000000000000002,0.0,0.0,0.035,0.0,0.03,0.335,0.12,0.0,0.0,-0.045,2b44f6d1_4
-0.52,-0.03,-0.235,0.0,0.0,0.035,0.0,0.01,0.075,-0.345,-1.935,0.0,0.15,2b44f6d1_5
-0.56,-0.03,-0.32,0.0,0.0,0.06,0.0,0.04,0.26,-0.035,-1.67,0.0,0.125,2b44f6d1_6_rand3
0.18,0.0,-0.125,-0.030000000000000002,-0.155,0.0,0.0,0.1,-0.55,0.055,0.0,0.075,-0.055,561ed8fc_0
0.09,0.0,-0.125,-0.030000000000000002,-0.225,0.095,0.0,0.16,-0.335,-0.5900000000000001,0.0,0.075,-0.08,561ed8fc_1_rand3
0.905,0.31000000000000005,-0.12,-0.07,-0.47,0.06999999999999999,0.0,-0.08,0.08,-0.875,-0.115,0.075,-0.07,561ed8fc_2
0.58,0.135,-0.31,0.13,0.055,-0.035,0.0,-0.034999999999999996,-0.045,-0.22000000000000003,-0.32,0.0,0.03,561ed8fc_3
0.31999999999999995,0.08499999999999999,-0.29000000000000004,0.0,-0.065,-0.07,0.0,-0.03,-0.545,0.135,0.135,0.0,0.02,561ed8fc_4
0.47500000000000003,0.08499999999999999,-0.16999999999999998,0.0,-0.045,-0.19,0.0,-0.16,-0.245,-0.12,0.375,0.0,0.035,561ed8fc_5_rand5
-2.02,-0.095,-0.16999999999999998,0.0,0.16999999999999998,-0.10500000000000001,0.0,-0.215,-0.32,-0.19,0.07,0.0,0.01,561ed8fc_6
-2.25,-0.14500000000000002,-0.1,0.0,0.2,-0.10500000000000001,0.0,0.02,-0.295,0.0,0.015,0.0,0.03,561ed8fc_7_rand5
,,,,,,,,,,,,,561ed8fc_8
0.495,0.04,0.01,0.0,0.0,-0.035,0.0,0.01,-0.125,-0.13,0.585,0.0,-0.02,561ed8fc_9
0.885,0.07,-0.065,0.0,0.0,-0.10500000000000001,0.0,-0.05500000000000001,-0.06000000000000001,0.0,2.5149999999999997,0.0,0.06,561ed8fc_10
0.43999999999999995,0.11,0.1,0.0,0.13,0.035,0.0,0.22500000000000003,-0.17500000000000002,0.16999999999999998,0.0,0.075,-0.015,83fbe744_0
0.44999999999999996,0.11,0.1,0.0,0.13,0.035,0.0,0.12,-1.3250000000000002,0.505,0.0,0.075,-0.015,83fbe744_1
0.415,0.11,0.13,0.0,0.13,0.02,0.0,0.015,-0.815,0.875,0.0,0.065,-0.015,83fbe744_2_rand4
0.505,0.11,-0.025,-0.07,0.075,0.035,0.0,0.2,-0.19499999999999998,0.615,0.0,0.12,-0.015,83fbe744_3
1.4100000000000001,0.14500000000000002,0.12000000000000001,0.0,0.019999999999999997,0.035,0.0,0.235,0.455,0.16499999999999998,0.38,0.065,-0.035,83fbe744_4
1.395,0.14500000000000002,0.12000000000000001,0.0,0.015,0.035,0.0,0.21500000000000002,0.04,0.275,0.38,0.06,-0.035,83fbe744_5
0.44999999999999996,0.02,-0.065,0.0,0.0,-0.115,0.0,0.24000000000000002,0.04,-0.03,0.295,0.0,-0.055,83fbe744_6
0.55,0.025,-0.115,0.0,0.0,0.0,0.0,-0.07,-0.22,-0.125,0.46499999999999997,0.0,-0.045,83fbe744_7
0.07999999999999999,0.0,-0.045,0.0,0.0,0.0,0.0,0.025,-0.3,-0.09,0.0,0.0,-0.08499999999999999,83fbe744_8_rand3
0.7250000000000001,0.025,-0.115,0.0,0.0,0.0,0.0,0.0,-0.47500000000000003,0.21000000000000002,1.03,0.0,-0.03,83fbe744_9
0.54,0.025,-0.115,0.0,0.0,0.0,0.0,-0.01,-1.055,-0.395,1.03,0.0,-0.02,83fbe744_10_rand5
0.7,0.025,-0.115,0.0,0.0,0.0,0.0,0.01,-1.285,0.115,0.38,0.0,-0.07,83fbe744_11
-0.265,0.0,0.04,0.1,0.225,-0.06999999999999999,0.0,0.005,-0.02,0.02,0.0,0.085,0.08,35b13270_0
0.03499999999999999,0.0,-0.02,0.1,0.15,-0.06999999999999999,0.0,0.05,-0.035,-0.035,0.0,0.04,0.08,35b13270_1
0.045,0.0,0.06999999999999999,0.07,0.23,-0.035,0.0,0.115,-0.02,0.33,0.0,0.015,0.045,35b13270_2
0.145,0.0,0.075,0.0,-0.024999999999999998,0.07,0.0,-0.11,0.16999999999999998,-0.09000000000000001,0.06,0.01,0.025,35b13270_3
0.605,0.09,0.09,0.0,0.045,0.07,0.0,0.125,0.215,0.32999999999999996,0.39,0.07,0.045,35b13270_4
10.1,0.33999999999999997,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.36,35b13270_5
-0.05,0.0,0.0,-0.05,-0.1,0.0,0.0,0.275,0.0,0.0,0.0,0.075,0.055,85f1d352_0
-0.5700000000000001,-0.16,-0.06999999999999999,0.0,-0.045,-0.02,-0.10500000000000001,-0.045,0.145,-0.21000000000000002,0.0,-0.08,-0.04,85f1d352_1_rand5
-0.875,-0.355,-0.07,0.12000000000000001,-0.16,0.11,0.0,0.43000000000000005,0.31,0.21000000000000002,-0.16499999999999998,-0.035,-0.02,85f1d352_2
-1.32,-0.10500000000000001,-0.10500000000000001,0.0,0.0,0.05,0.0,0.005,-0.049999999999999996,0.039999999999999994,-0.07,0.0,0.035,85f1d352_3
-0.8200000000000001,-0.09,-0.030000000000000006,0.0,0.0,-0.15,0.0,-0.17,-0.04,0.11,-0.12,0.0,0.065,85f1d352_4
-0.35,-0.025,0.13999999999999999,0.0,0.0,-0.10500000000000001,0.0,-0.115,0.08,0.11499999999999999,-0.2,0.0,0.065,85f1d352_5
-0.26,0.0,0.06,0.08,0.06999999999999999,0.0,0.0,-0.245,-0.11,0.13,0.0,-0.04,-0.055,f9bf7e8b_0
-0.15,0.0,0.0,0.01,0.049999999999999996,0.0,0.0,-0.105,-0.21,0.74,0.0,-0.02,0.055,f9bf7e8b_1_rand5
-0.115,0.0,0.019999999999999997,0.05,0.125,0.0,0.0,0.135,-0.11,-0.049999999999999996,0.0,-0.02,0.055,f9bf7e8b_2
0.05500000000000001,0.045,0.09,0.05,-0.07,0.02,0.0,-0.060000000000000005,-0.12,-0.16,0.0,-0.07,-0.055,f9bf7e8b_3
0.065,0.045,0.01,0.05,-0.175,0.02,0.0,-0.009999999999999998,-0.09,-0.35,0.0,-0.045,-0.055,f9bf7e8b_4_rand2
0.39,-0.09,-0.33999999999999997,0.025,-0.59,0.18,0.10500000000000001,-0.025,-0.16999999999999998,-0.165,-0.045,-0.17,-0.035,f9bf7e8b_5
0.39,-0.07500000000000001,-0.445,-0.05,-0.335,0.0,0.0,0.2,-0.52,0.17,-0.175,0.0,-0.015,f9bf7e8b_6
-2.745,-0.345,-0.14500000000000002,0.12,0.0,0.115,-0.10500000000000001,0.11000000000000001,-0.045,0.295,-0.030000000000000002,-0.055,0.235,120d47a1_0
,,,,,,,,,,,,,120d47a1_1
-2.365,-0.12000000000000001,-0.255,0.12,0.0,-0.07,0.0,-0.125,-1.1199999999999999,0.0,0.14,0.0,0.33,120d47a1_2_rand5
-0.18,0.0,-0.03,0.0,-0.01,0.0,0.0,-0.375,-0.02,-0.135,0.0,0.0,-0.055,c1aa38ad_0
0.030000000000000013,0.0,0.005,0.0,-0.115,0.095,0.0,0.004999999999999999,0.07,0.060000000000000005,0.0,-0.045,-0.08,c1aa38ad_1
-3.23,0.14,0.165,0.0,0.0,-0.005,-0.10500000000000001,-0.19,0.98,0.155,0.0,0.0,0.035,c1aa38ad_2
0.065,-0.03,-0.024999999999999998,0.045000000000000005,0.37,-0.015,0.0,0.0,-0.019999999999999997,0.27,0.0,-0.085,0.02,7f6a2891_0
0.09000000000000001,-0.03,0.05,0.05,0.28500000000000003,0.08,0.0,0.22,2.93,0.0,0.0,0.0,0.02,7f6a2891_1
-0.41000000000000003,-0.14,-0.009999999999999998,0.075,0.52,0.02,0.0,0.35000000000000003,3.41,0.0,0.0,0.0,0.03,7f6a2891_2_rand4
0.33499999999999996,0.07500000000000001,0.125,0.0,-0.10500000000000001,0.125,0.0,0.32499999999999996,1.915,0.325,0.0,0.0,-0.165,a8b7c2d2_0
0.14,0.0,0.055,0.0,0.245,0.035,0.0,0.08,-0.235,0.095,0.08,-0.06,0.035,8757c1b1_0
2.4400000000000004,0.43,0.065,-0.07,-0.11,0.08,0.0,0.14500000000000002,-0.145,-0.275,0.0,-0.01,-0.01,8757c1b1_1
6.035,0.81,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14,8757c1b1_2_rand4
2.355,0.37,0.065,-0.1,-0.005,0.08,0.0,0.10500000000000001,-0.255,-0.43,0.0,-0.02,-0.01,8757c1b1_3
-0.85,-0.195,-0.08,0.010000000000000002,0.26,0.0,0.0,-0.03,0.145,0.62,0.0,0.0,-0.005,7d2b5194_0
-2.8899999999999997,-0.32999999999999996,-0.08,0.030000000000000002,0.17,0.0,-0.10500000000000001,0.025,0.17500000000000002,-0.47,0.0,0.03,0.01,7d2b5194_1
-2.77,-0.32999999999999996,-0.08,0.030000000000000002,0.17,-0.095,-0.10500000000000001,0.07,-0.11000000000000001,-0.47,0.0,0.03,0.0,7d2b5194_2_rand1
-0.49,0.05,-0.08,-0.07,0.17,-0.13,0.0,-0.195,0.26,-0.185,0.0,0.05,0.01,7d2b5194_3
-0.245,0.05,0.09999999999999999,-0.030000000000000002,0.2,-0.13,0.0,-0.04,0.35000000000000003,-0.72,0.0,0.035,0.01,7d2b5194_4_rand3
-0.39,0.05,-0.08,-0.07,0.17,-0.13,0.0,-0.505,0.11,-0.125,0.0,0.04,0.01,7d2b5194_5
-0.45499999999999996,-0.16,-0.045,0.030000000000000002,0.215,0.0,0.0,0.0,-0.01,0.135,0.0,-0.005,-0.04,b8e3137e_0
-0.115,0.085,-0.045,0.02,-0.045,0.08,0.0,-0.29000000000000004,-0.005,-0.315,0.0,-0.005,0.065,b8e3137e_1
-0.14,0.08,0.125,-0.1,-0.025,0.0,0.0,-0.36,-0.5900000000000001,0.16,0.0,0.0,0.09000000000000001,b8e3137e_2
-0.035,0.08,0.125,-0.1,-0.025,0.0,0.0,-0.16499999999999998,0.14500000000000002,-0.19,0.0,0.0,-0.030000000000000002,b8e3137e_3_rand2
-0.485,0.035,0.08,-0.12,-0.025,0.035,0.0,-0.14500000000000002,-0.385,0.215,0.0,0.0,0.155,b8e3137e_4
-0.6799999999999999,0.035,0.08,-0.15,-0.025,0.035,0.0,-0.2,-1.2049999999999998,0.16999999999999998,0.0,0.0,0.18,b8e3137e_5_rand2
-3.5549999999999997,-0.095,0.005,-0.12,0.05500000000000001,0.10500000000000001,0.0,-0.14500000000000002,-0.5700000000000001,0.0,0.0,0.0,0.8450000000000001,b8e3137e_6
-3.485,-0.095,0.005,-0.12,0.05500000000000001,0.10500000000000001,0.0,-0.055,-0.55,0.0,0.0,0.0,0.81,b8e3137e_7_rand5
,,,,,,,,,,,,,b8e3137e_8
-0.18,0.0,-0.02,0.0,0.12,0.0,0.0,-0.055,0.13999999999999999,-0.05,0.0,0.08,-0.055,0928b36a_0
0.44000000000000006,0.14500000000000002,0.045,0.0,-0.065,-0.035,0.0,0.155,0.285,0.26,0.645,0.07,0.03,0928b36a_1
1.095,0.28,0.09,-0.05,-0.14500000000000002,-0.005,0.0,0.485,0.485,0.16999999999999998,0.865,0.09,0.015,0928b36a_2_rand4
-0.08499999999999999,0.0,0.045,-0.02,-0.075,0.10500000000000001,0.0,-0.095,0.23500000000000001,0.405,0.12,-0.015,0.0,0928b36a_3
0.5549999999999999,0.08499999999999999,0.08,0.15000000000000002,0.019999999999999997,-0.125,0.0,0.16,0.34,0.07,0.4,0.0,-0.005,0928b36a_4
-0.37,0.045,0.035,0.095,-0.24,-0.095,0.0,0.14500000000000002,-0.05,0.095,0.0,0.05,-0.08,8cb98241_0
-0.43999999999999995,0.045,0.005,-0.025,-0.27,-0.095,0.0,0.22999999999999998,-0.16499999999999998,-0.1,0.0,0.08,-0.08,8cb98241_1_rand2
0.92,-0.6950000000000001,0.33499999999999996,0.024999999999999994,0.17500000000000002,0.02,0.10500000000000001,-0.165,0.10500000000000001,0.06,0.0,0.0,0.04,8cb98241_2
,,,,,,,,,,,,,8cb98241_3
